LSOA21CD,LSOA21NM,household_single_person_aged_66_over,household_couple_with_dependent_children,household_lone_parent_with_dependent_children
E01002248,Havering 017C,62,133,98
E01002250,Havering 017E,57,150,62
E01002251,Havering 017F,42,129,59
E01002252,Havering 018A,102,131,33
E01002253,Havering 019A,87,165,14
E01002254,Havering 019B,109,159,12
E01002255,Havering 022A,90,129,40
E01002256,Havering 018B,107,142,32
E01002257,Havering 019C,124,190,11
E01002258,Havering 018C,130,152,87
E01002259,Havering 018D,98,146,41
E01002260,Havering 026A,54,150,37
E01002261,Havering 026B,81,150,45
E01002262,Havering 026C,81,131,46
E01002263,Havering 026D,73,134,21
E01002264,Havering 026E,125,128,105
E01002265,Havering 025A,88,117,22
E01002266,Havering 027A,97,125,36
E01002267,Havering 027B,147,133,61
E01002268,Havering 010A,60,129,34
E01002269,Havering 010B,94,159,41
E01002270,Havering 015A,124,109,22
E01002271,Havering 015B,50,112,10
E01002272,Havering 014A,67,126,21
E01002273,Havering 015C,59,103,17
E01002274,Havering 014B,107,133,25
E01002275,Havering 015D,74,78,7
E01002276,Havering 001A,57,141,77
E01002277,Havering 002A,73,99,60
E01002278,Havering 001B,74,136,97
E01002279,Havering 002B,65,140,62
E01002280,Havering 004A,47,148,124
E01002281,Havering 002C,80,256,141
E01002282,Havering 004B,54,161,135
E01002283,Havering 002D,77,127,59
E01002284,Havering 004C,89,177,90
E01002285,Havering 025B,84,113,14
E01002286,Havering 025C,76,149,16
E01002287,Havering 023A,74,138,22
E01002288,Havering 025D,67,128,35
E01002289,Havering 022B,75,159,26
E01002290,Havering 025E,127,121,18
E01002291,Havering 023B,120,87,41
E01002292,Havering 022C,83,163,57
E01002294,Havering 007B,106,141,20
E01002295,Havering 010C,71,184,65
E01002296,Havering 007C,112,122,29
E01002297,Havering 004D,62,91,85
E01002298,Havering 007D,94,128,46
E01002299,Havering 002E,55,173,45
E01002300,Havering 007E,131,145,40
E01002301,Havering 003A,72,119,23
E01002302,Havering 005A,60,158,42
E01002303,Havering 003B,103,157,110
E01002304,Havering 003C,75,102,26
E01002305,Havering 005B,72,142,49
E01002306,Havering 003D,53,145,117
E01002307,Havering 003E,56,158,87
E01002308,Havering 005C,80,143,66
E01002309,Havering 006A,85,146,61
E01002310,Havering 006B,101,130,79
E01002311,Havering 006C,69,166,75
E01002312,Havering 001C,126,137,55
E01002313,Havering 001D,99,198,73
E01002314,Havering 004E,84,143,92
E01002315,Havering 006D,65,140,78
E01002316,Havering 004F,116,159,136
E01002317,Havering 014C,73,128,17
E01002318,Havering 014D,82,142,27
E01002319,Havering 016A,96,139,77
E01002320,Havering 021A,59,138,15
E01002321,Havering 021B,100,166,27
E01002322,Havering 021C,84,170,40
E01002323,Havering 021D,69,159,37
E01002324,Havering 021E,108,99,36
E01002325,Havering 011C,157,158,110
E01002326,Havering 005D,71,137,67
E01002327,Havering 009A,89,115,41
E01002328,Havering 009B,68,151,54
E01002329,Havering 011D,90,153,36
E01002330,Havering 011E,81,168,73
E01002331,Havering 005E,80,133,42
E01002332,Havering 009C,101,150,49
E01002333,Havering 008A,96,94,18
E01002334,Havering 008B,95,124,30
E01002335,Havering 009D,85,116,56
E01002336,Havering 008C,90,119,39
E01002337,Havering 012A,69,91,7
E01002338,Havering 009E,66,137,28
E01002339,Havering 008D,73,161,15
E01002340,Havering 009F,50,139,20
E01002341,Havering 008E,88,143,16
E01002342,Havering 030A,94,130,60
E01002343,Havering 029A,86,131,31
E01002344,Havering 029B,91,153,75
E01002345,Havering 030B,60,157,141
E01002346,Havering 030C,52,120,55
E01002347,Havering 030D,74,127,24
E01002348,Havering 029C,120,118,22
E01002349,Havering 029D,99,101,32
E01002350,Havering 016B,70,127,74
E01002351,Havering 016C,60,165,62
E01002352,Havering 016D,85,174,77
E01002353,Havering 013B,131,149,57
E01002354,Havering 012B,84,129,27
E01002355,Havering 014E,55,157,28
E01002356,Havering 013C,63,177,122
E01002358,Havering 016E,63,189,85
E01002359,Havering 020A,116,124,13
E01002360,Havering 020B,235,90,33
E01002361,Havering 020C,142,153,82
E01002362,Havering 022D,90,127,34
E01002363,Havering 020D,108,113,59
E01002364,Havering 023C,84,108,8
E01002365,Havering 023D,83,96,39
E01002366,Havering 023E,64,132,30
E01002367,Havering 020E,72,144,44
E01002368,Havering 028A,68,182,155
E01002369,Havering 028B,75,141,84
E01002370,Havering 028C,85,207,87
E01002371,Havering 028D,84,123,50
E01002372,Havering 027C,83,146,35
E01002373,Havering 027D,90,148,41
E01002374,Havering 027E,71,131,65
E01002375,Havering 028E,82,155,82
E01002376,Havering 012C,43,142,19
E01002377,Havering 010D,96,167,43
E01002378,Havering 010E,52,182,33
E01002379,Havering 012D,97,141,48
E01002380,Havering 012E,127,166,96
E01002381,Havering 012F,77,113,71
E01002382,Havering 014F,87,155,51
E01002383,Havering 010F,71,158,40
E01002384,Havering 019D,124,169,29
E01002385,Havering 024A,85,126,19
E01002386,Havering 022E,132,162,71
E01002387,Havering 024B,86,156,14
E01002388,Havering 024C,74,171,10
E01002389,Havering 024D,89,121,11
E01002390,Havering 024E,54,157,13
E01002391,Havering 018E,94,152,18
E01002392,Hillingdon 020A,43,156,109
E01002393,Hillingdon 020B,40,192,71
E01002394,Hillingdon 021A,40,149,31
E01002395,Hillingdon 021B,26,108,24
E01002396,Hillingdon 026A,75,118,39
E01002397,Hillingdon 021C,23,143,38
E01002398,Hillingdon 021D,24,138,27
E01002399,Hillingdon 021E,38,118,21
E01002400,Hillingdon 024A,71,154,41
E01002401,Hillingdon 024B,60,215,79
E01002402,Hillingdon 024C,33,112,38
E01002403,Hillingdon 024D,45,213,59
E01002404,Hillingdon 024E,60,165,89
E01002405,Hillingdon 027A,64,150,53
E01002408,Hillingdon 019A,68,119,54
E01002409,Hillingdon 019B,90,157,62
E01002410,Hillingdon 017A,71,164,44
E01002411,Hillingdon 022A,55,197,64
E01002412,Hillingdon 017B,59,180,39
E01002413,Hillingdon 022B,72,126,72
E01002414,Hillingdon 015A,56,79,26
E01002415,Hillingdon 010A,73,179,31
E01002416,Hillingdon 008A,55,172,38
E01002417,Hillingdon 008B,113,155,31
E01002418,Hillingdon 006A,85,172,28
E01002419,Hillingdon 006B,63,184,25
E01002420,Hillingdon 008C,90,154,46
E01002421,Hillingdon 008D,80,170,35
E01002422,Hillingdon 018A,42,122,38
E01002423,Hillingdon 018B,53,164,17
E01002424,Hillingdon 018C,40,153,38
E01002425,Hillingdon 018D,54,153,56
E01002426,Hillingdon 021F,57,226,50
E01002427,Hillingdon 018E,67,132,24
E01002428,Hillingdon 018F,47,122,41
E01002429,Hillingdon 019C,37,117,56
E01002430,Hillingdon 007A,65,128,10
E01002431,Hillingdon 006C,62,141,8
E01002432,Hillingdon 006D,109,124,23
E01002433,Hillingdon 004A,126,209,79
E01002434,Hillingdon 007B,69,106,12
E01002435,Hillingdon 007C,92,145,15
E01002436,Hillingdon 004B,104,154,37
E01002437,Hillingdon 006E,130,106,3
E01002438,Hillingdon 003A,58,130,28
E01002439,Hillingdon 003B,108,117,60
E01002440,Hillingdon 003C,103,126,41
E01002441,Hillingdon 003D,111,108,61
E01002442,Hillingdon 003E,62,136,49
E01002443,Hillingdon 032A,31,149,47
E01002444,Hillingdon 031A,62,95,38
E01002445,Hillingdon 029A,51,150,100
E01002446,Hillingdon 031B,59,134,42
E01002447,Hillingdon 031C,31,143,50
E01002448,Hillingdon 032B,90,168,55
E01002449,Hillingdon 032C,49,176,50
E01002450,Hillingdon 014A,39,164,31
E01002451,Hillingdon 014B,42,130,33
E01002452,Hillingdon 014C,43,131,24
E01002453,Hillingdon 014D,58,180,36
E01002454,Hillingdon 014E,78,193,62
E01002455,Hillingdon 019D,72,173,70
E01002456,Hillingdon 017C,104,152,48
E01002457,Hillingdon 019E,29,134,58
E01002458,Hillingdon 011A,66,130,12
E01002459,Hillingdon 011B,98,165,15
E01002460,Hillingdon 011C,129,122,17
E01002461,Hillingdon 013A,47,99,22
E01002462,Hillingdon 011D,45,166,19
E01002463,Hillingdon 013B,65,125,19
E01002464,Hillingdon 011E,73,176,28
E01002465,Hillingdon 009A,60,161,69
E01002466,Hillingdon 010B,61,199,25
E01002467,Hillingdon 009B,121,172,25
E01002468,Hillingdon 010C,64,171,29
E01002469,Hillingdon 010D,70,153,21
E01002470,Hillingdon 007D,97,139,55
E01002471,Hillingdon 008E,72,176,29
E01002472,Hillingdon 002A,172,131,57
E01002473,Hillingdon 001A,91,123,18
E01002474,Hillingdon 002B,95,160,35
E01002475,Hillingdon 001B,112,137,40
E01002476,Hillingdon 001C,84,151,23
E01002477,Hillingdon 001D,85,115,23
E01002478,Hillingdon 002C,90,133,38
E01002479,Hillingdon 004C,67,165,44
E01002480,Hillingdon 004D,91,196,26
E01002481,Hillingdon 004E,102,129,54
E01002482,Hillingdon 001E,83,174,12
E01002483,Hillingdon 002D,107,186,34
E01002484,Hillingdon 002E,94,126,41
E01002485,Hillingdon 002F,91,181,68
E01002486,Hillingdon 028A,39,167,59
E01002487,Hillingdon 028B,56,132,34
E01002488,Hillingdon 030B,40,124,35
E01002489,Hillingdon 030C,44,135,25
E01002490,Hillingdon 030D,46,162,47
E01002491,Hillingdon 032D,36,115,72
E01002492,Hillingdon 030E,26,120,32
E01002493,Hillingdon 032E,29,184,89
E01002494,Hillingdon 009C,51,168,44
E01002495,Hillingdon 010E,55,177,45
E01002496,Hillingdon 033A,69,211,59
E01002497,Hillingdon 033B,84,233,91
E01002498,Hillingdon 033C,63,142,14
E01002499,Hillingdon 033D,77,169,44
E01002501,Hillingdon 026B,41,93,31
E01002502,Hillingdon 026C,37,159,74
E01002503,Hillingdon 027C,52,122,49
E01002505,Hillingdon 026D,59,141,73
E01002506,Hillingdon 027E,41,131,68
E01002507,Hillingdon 027F,28,119,37
E01002508,Hillingdon 026E,108,153,62
E01002509,Hillingdon 017D,61,132,7
E01002511,Hillingdon 017E,100,132,49
E01002512,Hillingdon 013C,84,209,35
E01002513,Hillingdon 013D,99,86,25
E01002514,Hillingdon 015C,131,150,63
E01002516,Hillingdon 013E,45,104,10
E01002518,Hillingdon 022C,52,91,16
E01002519,Hillingdon 022D,127,131,59
E01002520,Hillingdon 016B,52,154,91
E01002521,Hillingdon 016C,141,137,73
E01002523,Hillingdon 016D,38,120,23
E01002525,Hillingdon 029B,71,140,50
E01002526,Hillingdon 028C,32,278,84
E01002527,Hillingdon 031D,73,115,70
E01002528,Hillingdon 028D,43,134,53
E01002529,Hillingdon 029C,37,235,90
E01002530,Hillingdon 029D,65,135,81
E01002531,Hillingdon 029E,85,123,28
E01002533,Hillingdon 005A,52,124,52
E01002534,Hillingdon 005B,104,142,26
E01002535,Hillingdon 007E,139,166,37
E01002536,Hillingdon 009D,73,138,25
E01002537,Hillingdon 009E,153,247,50
E01002538,Hillingdon 005C,142,139,37
E01002539,Hillingdon 005D,113,167,29
E01002540,Hillingdon 020C,41,166,69
E01002541,Hillingdon 023A,82,167,60
E01002542,Hillingdon 020D,46,228,93
E01002543,Hillingdon 020E,55,174,84
E01002544,Hillingdon 023B,52,135,29
E01002545,Hillingdon 023C,21,89,109
E01002546,Hillingdon 023D,14,123,24
E01002547,Hillingdon 023E,22,124,45
E01002548,Hillingdon 025A,96,129,140
E01002549,Hillingdon 025B,112,147,67
E01002550,Hillingdon 022E,56,156,85
E01002551,Hillingdon 025C,66,145,89
E01002552,Hillingdon 025D,40,147,56
E01002553,Hillingdon 025E,66,121,70
E01002555,Hounslow 022A,71,143,39
E01002556,Hounslow 022B,64,169,68
E01002557,Hounslow 023A,75,154,49
E01002558,Hounslow 023B,84,186,81
E01002559,Hounslow 023C,58,207,83
E01002560,Hounslow 023D,84,124,50
E01002561,Hounslow 023E,31,99,89
E01002562,Hounslow 030D,52,108,47
E01002563,Hounslow 006A,67,152,44
E01002564,Hounslow 031E,63,144,73
E01002565,Hounslow 006B,108,232,76
E01002567,Hounslow 006C,95,132,50
E01002569,Hounslow 001A,82,202,33
E01002570,Hounslow 001B,56,109,28
E01002571,Hounslow 007A,100,119,13
E01002572,Hounslow 007B,71,118,76
E01002573,Hounslow 001C,66,150,18
E01002574,Hounslow 001D,67,200,20
E01002575,Hounslow 001E,70,153,24
E01002576,Hounslow 008A,63,141,59
E01002577,Hounslow 007C,66,140,20
E01002578,Hounslow 007D,65,157,38
E01002579,Hounslow 008B,138,161,32
E01002580,Hounslow 008C,89,122,43
E01002581,Hounslow 008D,81,184,40
E01002582,Hounslow 008E,101,182,39
E01002583,Hounslow 013A,39,105,36
E01002584,Hounslow 013B,37,126,32
E01002585,Hounslow 013C,40,118,27
E01002586,Hounslow 013D,38,85,9
E01002587,Hounslow 016A,52,149,34
E01002588,Hounslow 016B,57,176,103
E01002589,Hounslow 013E,74,188,72
E01002590,Hounslow 022C,205,192,69
E01002591,Hounslow 024A,52,144,46
E01002592,Hounslow 022D,116,162,75
E01002593,Hounslow 024B,71,134,31
E01002594,Hounslow 024C,72,136,28
E01002595,Hounslow 022E,57,142,70
E01002596,Hounslow 027A,22,178,100
E01002598,Hounslow 025B,43,159,48
E01002599,Hounslow 025C,55,126,66
E01002600,Hounslow 025D,37,123,41
E01002601,Hounslow 027B,45,203,54
E01002602,Hounslow 027C,46,147,29
E01002603,Hounslow 025E,34,181,49
E01002604,Hounslow 026A,24,117,85
E01002605,Hounslow 026B,76,185,99
E01002606,Hounslow 026C,88,126,71
E01002607,Hounslow 026D,55,186,67
E01002608,Hounslow 028A,57,155,64
E01002609,Hounslow 028B,81,151,46
E01002610,Hounslow 028C,73,149,85
E01002611,Hounslow 024D,59,143,69
E01002612,Hounslow 024E,91,162,66
E01002613,Hounslow 024F,55,136,44
E01002614,Hounslow 027D,73,211,54
E01002615,Hounslow 026E,83,108,75
E01002616,Hounslow 027E,64,130,43
E01002617,Hounslow 028D,74,157,29
E01002618,Hounslow 011A,34,153,17
E01002619,Hounslow 010A,94,108,20
E01002620,Hounslow 004A,50,287,84
E01002621,Hounslow 011B,38,143,42
E01002622,Hounslow 010B,35,149,31
E01002623,Hounslow 011C,26,82,39
E01002624,Hounslow 017A,38,118,30
E01002625,Hounslow 004B,40,93,24
E01002626,Hounslow 004C,33,92,12
E01002627,Hounslow 004D,44,157,81
E01002628,Hounslow 011D,48,137,35
E01002629,Hounslow 011E,65,231,77
E01002630,Hounslow 012A,43,132,47
E01002631,Hounslow 004E,26,125,23
E01002632,Hounslow 010C,116,126,15
E01002633,Hounslow 005A,69,175,83
E01002634,Hounslow 005B,23,143,91
E01002635,Hounslow 010D,41,111,21
E01002636,Hounslow 010E,54,131,35
E01002637,Hounslow 005C,43,114,43
E01002638,Hounslow 005D,34,168,61
E01002639,Hounslow 012B,39,99,18
E01002640,Hounslow 012C,41,131,22
E01002641,Hounslow 018A,59,180,115
E01002643,Hounslow 015B,161,208,102
E01002645,Hounslow 015C,80,150,57
E01002646,Hounslow 017B,70,205,74
E01002647,Hounslow 021A,63,213,74
E01002649,Hounslow 018D,41,186,58
E01002650,Hounslow 021B,44,227,80
E01002651,Hounslow 021C,45,131,27
E01002652,Hounslow 021D,39,107,17
E01002653,Hounslow 019A,42,148,17
E01002654,Hounslow 019B,64,146,25
E01002655,Hounslow 019C,64,143,26
E01002656,Hounslow 019D,50,132,24
E01002657,Hounslow 018E,61,170,36
E01002658,Hounslow 015D,48,122,21
E01002659,Hounslow 019E,46,127,14
E01002660,Hounslow 016C,53,132,20
E01002661,Hounslow 016D,44,103,19
E01002662,Hounslow 017C,70,140,30
E01002663,Hounslow 017D,98,119,34
E01002665,Hounslow 016E,64,106,38
E01002666,Hounslow 021E,32,109,21
E01002667,Hounslow 020A,97,165,75
E01002668,Hounslow 014A,84,207,85
E01002669,Hounslow 014B,55,156,85
E01002670,Hounslow 020B,60,197,39
E01002671,Hounslow 020C,51,186,76
E01002672,Hounslow 020D,72,108,58
E01002673,Hounslow 020E,43,127,121
E01002674,Hounslow 012D,57,219,34
E01002675,Hounslow 009A,53,231,50
E01002676,Hounslow 012E,45,82,14
E01002677,Hounslow 015E,51,177,67
E01002678,Hounslow 009B,53,165,23
E01002679,Hounslow 009C,49,154,21
E01002680,Hounslow 009D,64,180,38
E01002681,Hounslow 014C,42,182,87
E01002682,Hounslow 014D,84,223,56
E01002686,Hounslow 006E,58,119,63
E01002687,Hounslow 029A,81,166,31
E01002689,Hounslow 007E,123,116,56
E01002690,Hounslow 007F,44,132,19
E01002691,Hounslow 029B,56,117,23
E01002692,Hounslow 029C,95,163,49
E01002693,Hounslow 029D,208,133,35
E01002694,Islington 019A,59,74,109
E01002695,Islington 021A,47,49,32
E01002696,Islington 020A,69,85,39
E01002697,Islington 019B,73,79,75
E01002698,Islington 017A,50,89,69
E01002699,Islington 017B,81,76,45
E01002700,Islington 017C,51,106,20
E01002701,Islington 023A,89,60,63
E01002702,Islington 023B,59,112,146
E01002703,Islington 023C,82,105,128
E01002704,Islington 023D,88,107,106
E01002706,Islington 023E,92,98,110
E01002707,Islington 022B,69,65,53
E01002708,Islington 015A,67,98,99
E01002709,Islington 019C,72,75,43
E01002710,Islington 019D,53,80,56
E01002711,Islington 021B,45,69,53
E01002712,Islington 015B,65,61,61
E01002713,Islington 015C,132,110,112
E01002714,Islington 017D,48,94,24
E01002715,Islington 019E,48,99,93
E01002716,Islington 014A,111,104,109
E01002717,Islington 016A,39,82,42
E01002718,Islington 014B,42,75,23
E01002719,Islington 016B,83,123,28
E01002720,Islington 016C,80,103,164
E01002721,Islington 014C,61,116,48
E01002722,Islington 018A,64,103,63
E01002723,Islington 022C,75,76,84
E01002724,Islington 022D,62,66,44
E01002725,Islington 022E,39,58,79
E01002726,Islington 022F,68,111,51
E01002727,Islington 021C,55,55,54
E01002728,Islington 021D,34,43,35
E01002729,Islington 021E,65,75,35
E01002730,Islington 007A,52,60,47
E01002732,Islington 005A,83,71,74
E01002733,Islington 007C,37,79,34
E01002734,Islington 005B,42,107,132
E01002735,Islington 003A,49,86,80
E01002736,Islington 005C,68,76,73
E01002737,Islington 005D,66,117,93
E01002738,Islington 009A,95,113,57
E01002739,Islington 013A,79,133,50
E01002740,Islington 013B,63,196,41
E01002741,Islington 009B,63,91,69
E01002742,Islington 006A,45,177,21
E01002743,Islington 009C,55,110,47
E01002744,Islington 009D,70,86,22
E01002745,Islington 013C,69,83,36
E01002747,Islington 006B,47,128,37
E01002748,Islington 006C,38,88,71
E01002749,Islington 006D,42,114,67
E01002751,Islington 005E,70,93,105
E01002752,Islington 009E,48,96,50
E01002753,Islington 002A,65,52,55
E01002754,Islington 002B,60,127,32
E01002755,Islington 001A,73,71,63
E01002756,Islington 001B,45,92,33
E01002757,Islington 002C,53,96,70
E01002758,Islington 001C,52,111,129
E01002759,Islington 002D,56,91,38
E01002760,Islington 002E,58,116,81
E01002762,Islington 011C,59,74,39
E01002763,Islington 007D,58,59,39
E01002764,Islington 010A,70,90,94
E01002765,Islington 015D,81,100,115
E01002766,Islington 015E,78,124,78
E01002767,Islington 011D,96,68,88
E01002768,Islington 004A,102,80,54
E01002769,Islington 008A,78,121,38
E01002770,Islington 004B,68,100,39
E01002771,Islington 004C,57,73,62
E01002772,Islington 002F,76,72,61
E01002773,Islington 004D,89,67,62
E01002774,Islington 004E,80,101,93
E01002775,Islington 014D,44,73,32
E01002776,Islington 014E,72,96,94
E01002777,Islington 012A,51,87,52
E01002778,Islington 012B,63,90,113
E01002779,Islington 012C,42,103,63
E01002780,Islington 014F,45,73,47
E01002781,Islington 012D,51,77,60
E01002782,Islington 012E,40,79,85
E01002783,Islington 010B,87,60,99
E01002784,Islington 010C,88,91,90
E01002785,Islington 008B,51,127,42
E01002786,Islington 010D,78,104,89
E01002787,Islington 010E,40,74,57
E01002788,Islington 008C,70,109,46
E01002789,Islington 008D,64,147,30
E01002790,Islington 016D,78,57,95
E01002791,Islington 016E,70,136,48
E01002792,Islington 017E,49,102,56
E01002793,Islington 016F,96,69,87
E01002794,Islington 020B,75,87,52
E01002795,Islington 013D,47,99,66
E01002796,Islington 013E,35,61,27
E01002797,Islington 018B,67,68,77
E01002798,Islington 018C,79,161,39
E01002799,Islington 018D,73,120,114
E01002800,Islington 018E,60,71,79
E01002801,Islington 020C,70,71,23
E01002802,Islington 020D,48,105,54
E01002804,Islington 001D,62,76,72
E01002805,Islington 003B,46,53,39
E01002806,Islington 003C,69,123,34
E01002807,Islington 001E,65,76,86
E01002808,Islington 003D,63,105,78
E01002809,Islington 003E,74,76,45
E01002810,Islington 003F,60,71,51
E01002811,Islington 001F,71,128,74
E01002812,Kensington and Chelsea 013A,62,97,24
E01002813,Kensington and Chelsea 011A,79,111,31
E01002814,Kensington and Chelsea 015A,81,148,81
E01002815,Kensington and Chelsea 011B,87,60,15
E01002816,Kensington and Chelsea 011C,49,88,19
E01002817,Kensington and Chelsea 011D,78,100,17
E01002818,Kensington and Chelsea 012A,67,64,22
E01002819,Kensington and Chelsea 012B,51,77,15
E01002821,Kensington and Chelsea 014A,47,66,13
E01002823,Kensington and Chelsea 014B,95,64,42
E01002824,Kensington and Chelsea 008A,59,93,21
E01002825,Kensington and Chelsea 008B,81,159,58
E01002826,Kensington and Chelsea 008C,72,96,28
E01002827,Kensington and Chelsea 008D,81,144,32
E01002828,Kensington and Chelsea 008E,86,88,23
E01002829,Kensington and Chelsea 004A,79,58,30
E01002830,Kensington and Chelsea 004B,114,59,61
E01002831,Kensington and Chelsea 004C,124,86,52
E01002832,Kensington and Chelsea 004D,94,70,62
E01002833,Kensington and Chelsea 007A,73,71,30
E01002834,Kensington and Chelsea 013B,66,98,15
E01002835,Kensington and Chelsea 016C,57,98,17
E01002836,Kensington and Chelsea 016D,68,88,24
E01002837,Kensington and Chelsea 016E,39,69,18
E01002839,Kensington and Chelsea 013C,80,73,11
E01002840,Kensington and Chelsea 021A,116,43,50
E01002841,Kensington and Chelsea 021B,66,68,27
E01002842,Kensington and Chelsea 021C,65,49,41
E01002843,Kensington and Chelsea 021D,119,69,55
E01002844,Kensington and Chelsea 019A,98,73,9
E01002845,Kensington and Chelsea 019B,79,59,22
E01002846,Kensington and Chelsea 017A,68,29,35
E01002847,Kensington and Chelsea 015B,55,68,14
E01002848,Kensington and Chelsea 015C,64,60,25
E01002849,Kensington and Chelsea 017B,77,127,23
E01002850,Kensington and Chelsea 013D,45,58,19
E01002851,Kensington and Chelsea 015D,151,37,28
E01002852,Kensington and Chelsea 001A,84,96,101
E01002853,Kensington and Chelsea 001B,52,55,43
E01002854,Kensington and Chelsea 001C,56,61,53
E01002855,Kensington and Chelsea 001D,87,64,59
E01002856,Kensington and Chelsea 004E,79,49,43
E01002857,Kensington and Chelsea 001E,48,56,64
E01002858,Kensington and Chelsea 014C,78,42,33
E01002859,Kensington and Chelsea 012C,60,74,26
E01002860,Kensington and Chelsea 012D,62,91,15
E01002861,Kensington and Chelsea 014D,69,69,17
E01002862,Kensington and Chelsea 014E,121,27,16
E01002863,Kensington and Chelsea 012E,66,75,19
E01002864,Kensington and Chelsea 009A,64,121,22
E01002865,Kensington and Chelsea 011E,34,105,25
E01002866,Kensington and Chelsea 009B,63,84,40
E01002867,Kensington and Chelsea 009C,87,87,47
E01002868,Kensington and Chelsea 009D,71,102,16
E01002869,Kensington and Chelsea 009E,74,110,35
E01002870,Kensington and Chelsea 005A,104,58,66
E01002871,Kensington and Chelsea 007B,67,124,21
E01002872,Kensington and Chelsea 005B,151,68,47
E01002873,Kensington and Chelsea 007C,54,74,22
E01002874,Kensington and Chelsea 007D,67,61,30
E01002875,Kensington and Chelsea 007E,97,76,16
E01002876,Kensington and Chelsea 003A,80,124,36
E01002877,Kensington and Chelsea 003B,60,104,99
E01002878,Kensington and Chelsea 003C,113,81,35
E01002879,Kensington and Chelsea 005C,91,119,61
E01002880,Kensington and Chelsea 005D,35,54,49
E01002881,Kensington and Chelsea 005E,51,86,54
E01002882,Kensington and Chelsea 006A,110,74,29
E01002883,Kensington and Chelsea 006B,80,101,27
E01002884,Kensington and Chelsea 006C,74,52,14
E01002885,Kensington and Chelsea 006D,78,68,31
E01002886,Kensington and Chelsea 006E,70,86,17
E01002887,Kensington and Chelsea 010A,53,56,9
E01002888,Kensington and Chelsea 013E,60,75,18
E01002889,Kensington and Chelsea 010B,48,77,19
E01002890,Kensington and Chelsea 010C,67,137,20
E01002891,Kensington and Chelsea 010D,56,72,16
E01002892,Kensington and Chelsea 010E,50,86,31
E01002893,Kensington and Chelsea 017C,100,74,36
E01002894,Kensington and Chelsea 017D,55,69,14
E01002896,Kensington and Chelsea 020C,66,118,26
E01002897,Kensington and Chelsea 020D,65,63,27
E01002898,Kensington and Chelsea 017E,111,143,27
E01002899,Kensington and Chelsea 018A,115,62,33
E01002900,Kensington and Chelsea 018B,73,66,17
E01002901,Kensington and Chelsea 018C,112,42,9
E01002902,Kensington and Chelsea 018D,107,63,31
E01002903,Kensington and Chelsea 018E,72,97,25
E01002904,Kensington and Chelsea 002A,52,54,75
E01002905,Kensington and Chelsea 002B,55,58,63
E01002906,Kensington and Chelsea 002C,55,90,65
E01002907,Kensington and Chelsea 002D,70,63,106
E01002908,Kensington and Chelsea 003D,67,94,45
E01002909,Kensington and Chelsea 003E,117,83,50
E01002910,Kensington and Chelsea 019C,123,65,19
E01002911,Kensington and Chelsea 019D,60,91,26
E01002912,Kensington and Chelsea 020E,81,57,39
E01002913,Kensington and Chelsea 021E,73,115,46
E01002914,Kensington and Chelsea 019E,77,76,18
E01002915,Kingston upon Thames 014A,58,113,23
E01002916,Kingston upon Thames 014B,75,148,17
E01002917,Kingston upon Thames 014C,50,154,10
E01002918,Kingston upon Thames 017A,55,164,53
E01002919,Kingston upon Thames 017B,76,152,62
E01002920,Kingston upon Thames 014D,74,189,21
E01002921,Kingston upon Thames 011A,99,125,35
E01002922,Kingston upon Thames 010A,104,165,20
E01002923,Kingston upon Thames 013A,181,73,58
E01002924,Kingston upon Thames 014E,55,184,4
E01002925,Kingston upon Thames 013B,82,121,36
E01002926,Kingston upon Thames 010B,65,201,23
E01002927,Kingston upon Thames 008A,94,161,38
E01002928,Kingston upon Thames 008B,107,173,47
E01002929,Kingston upon Thames 007A,73,187,21
E01002930,Kingston upon Thames 007B,73,173,57
E01002931,Kingston upon Thames 007C,55,238,38
E01002932,Kingston upon Thames 006A,37,141,96
E01002933,Kingston upon Thames 004A,106,223,60
E01002934,Kingston upon Thames 004B,49,273,26
E01002935,Kingston upon Thames 003A,81,192,47
E01002937,Kingston upon Thames 004D,49,265,31
E01002938,Kingston upon Thames 003B,92,263,42
E01002939,Kingston upon Thames 018A,63,142,55
E01002940,Kingston upon Thames 020A,75,149,36
E01002941,Kingston upon Thames 018B,101,146,34
E01002942,Kingston upon Thames 018C,70,140,19
E01002943,Kingston upon Thames 020B,60,125,39
E01002944,Kingston upon Thames 019A,59,124,48
E01002945,Kingston upon Thames 019B,67,155,41
E01002946,Kingston upon Thames 019C,70,142,24
E01002947,Kingston upon Thames 019D,58,170,38
E01002948,Kingston upon Thames 020C,76,196,54
E01002949,Kingston upon Thames 020D,77,183,38
E01002950,Kingston upon Thames 020E,103,130,58
E01002951,Kingston upon Thames 003C,68,184,29
E01002952,Kingston upon Thames 002A,48,115,8
E01002953,Kingston upon Thames 002B,39,102,17
E01002954,Kingston upon Thames 003D,90,114,58
E01002955,Kingston upon Thames 002C,54,115,31
E01002956,Kingston upon Thames 002D,65,93,21
E01002957,Kingston upon Thames 003E,40,106,82
E01002958,Kingston upon Thames 008C,59,220,23
E01002959,Kingston upon Thames 002E,50,170,8
E01002960,Kingston upon Thames 006B,63,166,23
E01002961,Kingston upon Thames 008D,52,206,17
E01002962,Kingston upon Thames 006C,48,146,39
E01002963,Kingston upon Thames 007D,93,193,52
